customer_id,nida,income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,payment_type,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,employment_status,credit_risk_score,email_is_free,housing_status,phone_mobile_valid,bank_months_count,has_other_cards,proposed_credit_limit,foreign_request,source,session_length_in_minutes,device_os,keep_alive_session,device_distinct_emails_8w,device_fraud_count,month,fraud_bool
cust_349,nida_1349,0.125,0.736,81,301,50,19,0,type_4,8258,2006,6530,555,9,emp_status_5,126,paid,house_6,1,29,0,1592,0,INTERNET,47,Other,1,3,0,2,0
cust_350,nida_1350,0.444,0.557,56,140,60,12,81,type_3,16320,1542,4876,396,31,emp_status_6,170,paid,house_7,1,30,0,1820,0,MOBILE,37,Windows,0,3,1,4,0
cust_351,nida_1351,0.576,0.929,51,389,30,74,49,type_1,7937,2995,5953,2200,42,emp_status_4,334,paid,house_3,0,11,0,1475,0,MOBILE,68,Linux,1,3,1,4,0
cust_352,nida_1352,0.124,0.378,-1,200,30,18,59,type_4,12854,5583,3166,1883,3,emp_status_6,340,paid,house_6,0,20,0,1556,0,INTERNET,7,X11,1,3,0,11,0
cust_353,nida_1353,0.142,0.464,214,205,20,55,17,type_3,12495,4115,3077,1169,28,emp_status_1,-112,paid,house_2,1,24,0,943,0,INTERNET,70,Other,1,0,0,10,0
cust_354,nida_1354,0.187,0.089,315,219,30,44,100,type_3,3409,7189,6239,200,7,emp_status_6,276,free,house_3,1,15,0,1649,0,MOBILE,59,X11,0,3,0,2,0
cust_355,nida_1355,0.191,0.609,226,360,50,59,0,type_4,10420,2590,6840,1890,19,emp_status_6,352,paid,house_3,1,27,0,494,0,MOBILE,76,Windows,0,1,1,1,0
cust_356,nida_1356,0.275,0.288,252,244,30,67,49,type_3,8920,2501,3252,11,6,emp_status_3,192,paid,house_5,1,25,1,1030,1,MOBILE,52,X11,1,0,1,3,1
cust_357,nida_1357,0.259,0.16,157,79,40,56,24,type_5,14096,6209,5992,1075,0,emp_status_4,-140,free,house_1,1,20,0,841,0,MOBILE,100,Windows,0,1,1,4,1
cust_358,nida_1358,0.116,0.545,285,249,40,53,68,type_3,3498,3383,6887,1976,24,emp_status_1,204,paid,house_1,1,16,1,484,0,INTERNET,7,Macintosh,1,1,0,11,0
cust_359,nida_1359,0.588,0.532,64,49,40,36,18,type_4,15775,4144,3227,1325,25,emp_status_7,42,paid,house_7,1,3,0,1540,0,MOBILE,58,Linux,1,0,1,6,0
cust_360,nida_1360,0.142,0.076,307,283,30,36,21,type_3,13704,6003,5000,1895,8,emp_status_2,69,paid,house_2,0,10,0,711,0,INTERNET,50,Macintosh,1,1,1,5,0
cust_361,nida_1361,0.267,0.698,93,367,30,13,52,type_4,20510,6525,4761,919,22,emp_status_5,373,free,house_4,1,0,0,1207,0,INTERNET,73,Windows,1,1,0,2,0
cust_362,nida_1362,0.169,0.624,251,397,20,43,13,type_2,4883,5913,6390,2147,39,emp_status_5,74,free,house_5,1,5,0,228,0,INTERNET,9,Macintosh,1,2,1,4,0
cust_363,nida_1363,0.505,0.189,148,382,60,41,4,type_4,9204,6350,5421,870,1,emp_status_4,169,paid,house_2,1,24,1,1963,0,MOBILE,102,Windows,0,3,0,12,0
cust_364,nida_1364,0.215,0.469,21,344,20,0,90,type_3,15867,7559,4699,365,25,emp_status_6,295,free,house_3,1,13,0,1517,0,INTERNET,33,Macintosh,1,1,0,6,0
cust_365,nida_1365,0.303,0.72,242,202,50,22,33,type_4,15265,3960,5095,656,13,emp_status_3,384,paid,house_5,1,31,0,1230,0,MOBILE,73,Windows,1,2,1,12,0
cust_366,nida_1366,0.604,0.529,213,23,40,63,73,type_1,13319,7674,4053,160,30,emp_status_6,-55,free,house_3,1,1,0,741,0,INTERNET,34,Linux,1,2,1,4,0
cust_367,nida_1367,0.226,0.395,129,39,30,27,6,type_4,7261,9425,4394,174,25,emp_status_4,149,free,house_2,1,0,1,414,0,MOBILE,53,Linux,0,3,1,11,0
cust_368,nida_1368,0.33,0.322,341,67,60,3,55,type_4,3152,7629,6397,1503,18,emp_status_5,351,paid,house_1,1,15,0,826,0,INTERNET,1,Linux,0,2,1,11,0
cust_369,nida_1369,0.155,0.61,146,2,60,40,48,type_1,19196,8677,5085,544,37,emp_status_5,-56,free,house_2,0,-1,0,414,0,MOBILE,107,Windows,1,2,0,7,0
cust_370,nida_1370,0.264,0.939,379,238,30,59,47,type_1,17990,7173,3038,2330,4,emp_status_6,-38,paid,house_6,1,15,1,1387,0,MOBILE,81,X11,1,1,0,6,0
cust_371,nida_1371,0.387,0.672,107,359,20,17,86,type_1,13929,3505,5985,1761,5,emp_status_6,-90,free,house_5,1,0,1,1393,1,INTERNET,70,Macintosh,1,3,1,6,1
cust_372,nida_1372,0.122,0.075,38,29,60,62,19,type_5,16856,6691,4291,956,34,emp_status_6,-47,paid,house_5,1,31,0,420,1,INTERNET,51,Macintosh,1,3,0,10,1
cust_373,nida_1373,0.231,0.461,119,385,20,60,34,type_4,21680,9426,4907,451,15,emp_status_2,75,free,house_7,1,27,0,1223,0,MOBILE,26,Macintosh,0,1,0,2,0
cust_374,nida_1374,0.337,0.891,293,115,30,48,69,type_1,22904,6928,6217,81,30,emp_status_3,183,paid,house_4,1,4,0,1483,0,INTERNET,51,Macintosh,1,0,1,11,0
cust_375,nida_1375,0.072,0.094,118,193,20,46,67,type_1,14104,5587,4955,1236,17,emp_status_3,253,paid,house_1,1,22,0,1947,0,INTERNET,52,Linux,0,2,0,7,0
cust_376,nida_1376,0.378,0.989,16,88,40,38,56,type_2,19083,5448,6287,815,13,emp_status_7,-130,paid,house_5,1,9,0,460,0,MOBILE,51,X11,1,1,1,9,0
cust_377,nida_1377,0.319,0.949,167,176,30,5,61,type_5,14203,7969,5859,2181,24,emp_status_7,324,paid,house_1,1,3,1,1865,0,MOBILE,63,Macintosh,1,2,1,6,0
cust_378,nida_1378,0.197,0.078,196,143,30,52,91,type_4,1806,5617,3010,446,14,emp_status_5,248,free,house_5,1,28,0,1223,0,INTERNET,51,X11,1,3,0,8,0
cust_379,nida_1379,0.287,0.933,141,200,60,75,14,type_3,4012,2206,3508,2165,25,emp_status_5,198,paid,house_1,1,8,1,1840,0,INTERNET,38,Windows,1,3,1,6,0
cust_380,nida_1380,0.601,0.363,35,320,60,24,4,type_5,1973,5814,5791,1619,35,emp_status_4,-66,free,house_7,1,25,0,765,0,MOBILE,92,Windows,1,2,0,6,0
cust_381,nida_1381,0.097,0.845,184,342,60,64,76,type_5,17530,3873,5708,1793,10,emp_status_4,50,free,house_6,0,25,1,1843,1,MOBILE,39,Macintosh,1,3,0,4,1
cust_382,nida_1382,0.275,0.418,259,201,40,4,50,type_2,22864,6388,3096,748,36,emp_status_7,-138,paid,house_7,1,22,0,1695,0,MOBILE,36,Other,1,3,0,6,0
cust_383,nida_1383,0.505,0.441,229,22,40,64,0,type_4,6320,8493,4309,1173,40,emp_status_2,-42,paid,house_2,1,1,1,1000,1,INTERNET,73,Linux,1,0,0,10,1
cust_384,nida_1384,0.16,0.634,252,353,50,7,87,type_4,4455,3929,3889,1909,36,emp_status_5,118,paid,house_1,1,24,0,1478,1,MOBILE,27,Macintosh,1,3,1,4,0
cust_385,nida_1385,0.214,0.774,327,103,30,38,93,type_1,23570,4857,3494,1556,6,emp_status_4,-143,paid,house_3,1,16,0,1501,0,INTERNET,29,Linux,0,3,1,10,0
cust_386,nida_1386,0.463,0.034,295,273,60,42,75,type_1,11044,3737,4120,645,17,emp_status_2,251,free,house_6,1,1,0,1782,0,INTERNET,59,Macintosh,0,2,0,6,0
cust_387,nida_1387,0.278,0.593,8,320,30,72,16,type_5,2257,6189,6183,378,19,emp_status_3,-109,paid,house_2,1,23,1,845,0,INTERNET,72,Linux,1,1,0,1,0
cust_388,nida_1388,0.185,0.187,322,58,20,4,79,type_2,7080,5277,6091,1140,1,emp_status_5,22,paid,house_5,1,11,0,1247,0,MOBILE,97,Other,0,3,1,7,0
cust_389,nida_1389,0.115,0.346,228,369,40,3,107,type_4,7044,3663,5899,936,25,emp_status_1,383,paid,house_5,1,23,1,1188,0,MOBILE,38,Other,1,3,1,2,0
cust_390,nida_1390,0.423,0.348,22,13,50,0,90,type_2,3709,2096,5866,2013,22,emp_status_5,82,paid,house_4,1,22,0,1656,0,MOBILE,91,Windows,1,1,0,6,0
cust_391,nida_1391,0.644,0.469,76,83,20,55,74,type_3,4025,6212,2980,661,31,emp_status_4,-40,free,house_6,1,14,1,1191,0,MOBILE,99,Macintosh,1,1,1,9,0
cust_392,nida_1392,0.308,0.334,191,195,30,44,33,type_4,1728,5535,4919,1340,12,emp_status_5,204,free,house_3,1,9,1,828,0,INTERNET,0,Other,0,1,0,10,0
cust_393,nida_1393,0.411,0.107,107,233,40,64,84,type_1,3645,7277,4451,875,12,emp_status_7,347,free,house_6,1,19,0,1974,0,INTERNET,46,Other,1,2,1,3,0
cust_394,nida_1394,0.196,0.146,278,342,60,2,37,type_5,-161,8414,3835,11,16,emp_status_1,61,paid,house_7,1,29,0,677,0,INTERNET,-1,Macintosh,1,3,0,4,0
cust_395,nida_1395,0.139,0.033,261,261,20,21,-1,type_2,23303,2073,6450,1113,24,emp_status_7,107,free,house_4,1,13,0,1717,0,INTERNET,57,Macintosh,1,3,1,5,0
cust_396,nida_1396,0.099,0.47,327,4,40,71,35,type_1,15715,5503,3197,387,21,emp_status_5,281,paid,house_7,1,-1,0,581,0,MOBILE,30,Windows,1,1,1,8,0
cust_397,nida_1397,0.367,0.954,361,379,30,55,19,type_5,1149,8527,5377,2130,26,emp_status_7,-42,free,house_6,1,26,0,1018,0,INTERNET,86,Other,1,0,1,10,0
cust_398,nida_1398,0.507,0.116,353,287,30,17,-1,type_1,6594,3885,3404,1919,16,emp_status_4,-95,paid,house_7,1,31,0,573,0,MOBILE,0,Linux,1,2,0,6,0
cust_399,nida_1399,0.236,0.946,376,56,20,24,2,type_4,11717,6395,6609,395,25,emp_status_3,32,free,house_2,1,1,0,752,0,INTERNET,57,Macintosh,1,1,0,12,0
cust_400,nida_1400,0.406,0.733,266,143,20,47,94,type_2,11783,9126,4657,639,37,emp_status_4,226,paid,house_4,1,13,0,961,0,MOBILE,1,Macintosh,0,1,0,8,0
cust_401,nida_1401,0.265,0.637,339,364,20,30,56,type_3,24730,5490,4723,99,13,emp_status_2,11,paid,house_2,1,31,0,1546,0,INTERNET,71,Macintosh,1,3,1,3,0
cust_402,nida_1402,0.381,0.645,257,40,50,29,-1,type_1,22203,1615,5708,456,13,emp_status_7,316,free,house_4,1,30,0,1312,0,INTERNET,47,Macintosh,0,0,0,3,0
cust_403,nida_1403,0.225,0.827,333,348,60,65,11,type_2,2834,4576,5546,2022,11,emp_status_4,78,paid,house_1,1,21,0,291,1,INTERNET,86,Other,1,2,1,9,0
cust_404,nida_1404,0.045,0.107,83,198,40,9,44,type_4,10882,6428,6162,2375,4,emp_status_2,146,free,house_2,1,24,1,576,0,INTERNET,74,Linux,1,0,0,6,0
cust_405,nida_1405,0.164,0.505,8,172,30,70,45,type_1,46,1332,6319,73,36,emp_status_5,248,free,house_2,1,15,0,1304,0,INTERNET,32,Windows,0,0,0,8,0
cust_406,nida_1406,0.191,0.697,287,383,30,58,79,type_4,11440,7264,3172,2139,3,emp_status_2,238,free,house_1,0,7,0,1865,0,INTERNET,60,X11,0,3,0,4,0
cust_407,nida_1407,0.262,0.587,300,333,60,50,74,type_3,-167,1740,5635,2377,28,emp_status_7,-10,paid,house_1,1,3,0,802,1,INTERNET,32,Other,1,1,1,5,1
cust_408,nida_1408,0.356,0.833,57,93,20,8,5,type_3,24633,5674,5698,1863,24,emp_status_6,308,free,house_3,1,27,0,299,0,INTERNET,21,Other,1,1,0,12,0
cust_409,nida_1409,0.081,0.072,306,215,20,53,49,type_5,17507,5056,5397,174,3,emp_status_5,259,paid,house_7,1,4,0,1813,1,MOBILE,17,X11,1,0,1,9,1
cust_410,nida_1410,0.108,0.691,260,109,30,61,1,type_5,16844,2685,3410,1760,15,emp_status_2,355,paid,house_1,1,19,0,1778,0,MOBILE,50,X11,1,2,1,7,0
cust_411,nida_1411,0.246,0.534,283,351,60,8,48,type_5,15143,2929,5635,2362,1,emp_status_7,304,free,house_4,1,21,0,1346,0,INTERNET,58,Macintosh,1,2,1,5,0
cust_412,nida_1412,0.545,0.379,117,178,30,8,24,type_4,13378,8486,3100,496,22,emp_status_7,3,free,house_1,0,0,0,999,0,MOBILE,94,Linux,0,3,1,7,0
cust_413,nida_1413,0.336,0.34,166,161,20,23,29,type_5,6789,7035,6285,1292,3,emp_status_4,-106,paid,house_1,1,7,0,1619,0,MOBILE,26,Other,0,2,0,11,0
cust_414,nida_1414,0.112,0.621,351,117,40,38,98,type_2,19811,6888,4472,427,19,emp_status_1,264,paid,house_2,1,11,0,222,0,MOBILE,88,Other,1,3,1,9,0
cust_415,nida_1415,0.079,0.891,187,323,20,74,60,type_4,14269,8525,3842,34,16,emp_status_5,-38,free,house_2,1,14,1,855,0,INTERNET,47,Windows,1,0,1,3,0
cust_416,nida_1416,0.223,0.496,249,387,40,7,24,type_4,5874,6402,5890,2166,5,emp_status_2,-75,paid,house_6,1,3,0,969,0,INTERNET,43,X11,1,2,0,3,0
cust_417,nida_1417,0.239,0.825,322,226,50,24,65,type_5,23,3711,4255,1394,17,emp_status_1,291,paid,house_1,1,-1,0,718,0,MOBILE,74,X11,1,1,1,4,0
cust_418,nida_1418,0.469,0.402,227,143,60,65,106,type_5,6623,1481,5696,1380,19,emp_status_7,106,paid,house_7,1,20,0,1500,0,INTERNET,105,Other,1,0,1,11,0
cust_419,nida_1419,0.109,0.102,188,306,50,9,53,type_4,14844,4125,6040,2437,38,emp_status_2,-148,free,house_3,1,24,1,1921,0,INTERNET,93,X11,1,3,0,10,0
cust_420,nida_1420,0.351,0.062,314,140,20,23,26,type_3,2996,8611,5572,175,40,emp_status_2,-159,free,house_2,0,19,0,1318,1,INTERNET,58,Macintosh,1,0,1,7,1
cust_421,nida_1421,0.115,0.051,122,120,60,58,42,type_3,21737,8280,5865,2153,33,emp_status_2,331,free,house_4,1,5,0,1118,0,INTERNET,73,Windows,0,0,0,5,0
cust_422,nida_1422,0.521,0.38,82,283,20,30,79,type_5,2189,4134,6590,591,39,emp_status_4,-157,paid,house_6,1,23,0,1605,0,MOBILE,54,Other,1,3,1,5,0
cust_423,nida_1423,0.463,0.337,295,390,60,10,36,type_3,9398,5409,6749,1186,23,emp_status_2,149,free,house_4,1,10,1,576,1,MOBILE,102,Windows,1,2,1,4,1
cust_424,nida_1424,0.446,0.718,213,224,60,5,28,type_2,21262,7179,6130,913,17,emp_status_1,179,free,house_1,1,29,0,1248,0,INTERNET,2,Macintosh,1,2,0,8,0
cust_425,nida_1425,0.451,0.743,235,358,20,69,64,type_2,12351,8691,3737,1290,29,emp_status_6,256,paid,house_1,1,25,0,490,1,INTERNET,16,Windows,1,1,1,3,1
cust_426,nida_1426,0.208,0.051,111,255,20,31,6,type_2,23724,2657,6922,1586,0,emp_status_2,222,free,house_3,1,20,0,1450,0,INTERNET,27,X11,1,2,0,12,0
cust_427,nida_1427,0.553,0.221,215,283,60,38,12,type_4,21178,3721,4361,1302,22,emp_status_6,-159,free,house_7,1,15,0,1396,0,INTERNET,37,Other,1,3,1,2,1
cust_428,nida_1428,0.241,0.274,319,163,60,47,99,type_4,23663,4482,5955,1326,28,emp_status_3,373,free,house_1,1,9,0,1870,0,INTERNET,53,Windows,1,3,0,4,0
cust_429,nida_1429,0.352,0.548,244,219,20,12,97,type_4,7529,9521,5195,952,40,emp_status_7,199,paid,house_7,1,27,0,1676,0,MOBILE,56,Linux,0,3,1,8,0
cust_430,nida_1430,0.562,0.145,333,67,20,58,104,type_4,21355,1495,3238,860,40,emp_status_5,163,paid,house_7,1,24,1,1511,1,INTERNET,45,Other,1,2,0,4,1
cust_431,nida_1431,0.066,0.134,317,307,30,66,101,type_4,13973,4583,5073,2174,31,emp_status_4,-27,free,house_6,1,30,0,1292,0,INTERNET,29,Windows,0,3,1,8,1
cust_432,nida_1432,0.478,0.944,372,222,30,55,60,type_5,13827,6389,5090,1269,1,emp_status_3,56,paid,house_5,1,3,1,1504,0,INTERNET,26,Other,1,2,1,5,0
cust_433,nida_1433,0.362,0.804,35,122,30,40,73,type_3,439,3214,4008,233,35,emp_status_3,-73,free,house_5,1,18,0,1062,0,INTERNET,25,Windows,1,3,0,9,0
cust_434,nida_1434,0.402,0.181,62,342,50,55,61,type_5,16206,5697,4309,1462,16,emp_status_1,44,free,house_1,1,5,0,541,0,INTERNET,28,Windows,1,3,1,2,0
cust_435,nida_1435,0.145,0.407,217,337,60,34,77,type_3,19205,8858,4166,2184,42,emp_status_1,-151,free,house_6,1,21,0,1069,0,INTERNET,47,X11,1,2,1,8,0
cust_436,nida_1436,0.149,0.356,340,10,40,37,64,type_5,12908,2228,5576,1809,1,emp_status_6,-113,free,house_5,1,-1,0,1556,0,INTERNET,40,Windows,1,1,1,7,0
cust_437,nida_1437,0.267,0.791,32,50,50,66,99,type_2,7433,3577,4142,1172,3,emp_status_6,77,paid,house_7,0,1,1,1966,0,MOBILE,73,Linux,1,1,0,2,0
cust_438,nida_1438,0.267,0.51,37,127,60,33,105,type_1,17283,4741,3231,55,33,emp_status_4,72,free,house_4,1,1,0,1609,0,INTERNET,76,X11,0,1,1,5,0
cust_439,nida_1439,0.202,0.128,65,133,40,75,94,type_4,8442,7778,6683,2403,0,emp_status_4,-46,paid,house_6,1,4,1,1565,0,INTERNET,66,Linux,0,2,1,6,0
cust_440,nida_1440,0.519,0.739,207,143,30,69,38,type_1,14205,4461,3356,812,22,emp_status_5,-147,paid,house_6,1,29,0,516,0,MOBILE,98,Linux,1,3,1,9,0
cust_441,nida_1441,0.013,0.397,316,125,40,10,11,type_1,24686,9484,6698,1849,5,emp_status_2,-167,free,house_1,0,25,0,1530,0,MOBILE,-1,Macintosh,0,2,0,11,0
cust_442,nida_1442,0.23,0.263,342,224,20,26,105,type_2,20683,9465,5791,1959,15,emp_status_4,-88,free,house_4,1,27,0,1993,0,INTERNET,42,Linux,1,0,0,12,0
cust_443,nida_1443,0.089,0.375,150,69,20,47,15,type_1,1663,1688,6043,1086,1,emp_status_4,253,free,house_7,1,13,1,1396,0,INTERNET,101,Windows,1,0,0,8,0
cust_444,nida_1444,0.544,0.498,363,271,60,23,13,type_1,19212,7779,4710,805,11,emp_status_6,-30,free,house_4,1,3,0,743,0,MOBILE,35,Other,1,2,1,7,0
cust_445,nida_1445,0.338,0.343,197,185,50,17,31,type_2,10218,8976,7021,1575,26,emp_status_2,-50,paid,house_5,1,1,1,1423,0,MOBILE,31,X11,1,0,1,11,0
cust_446,nida_1446,0.221,0.242,87,1,30,26,14,type_3,12002,2059,2961,599,18,emp_status_5,-53,paid,house_3,1,23,1,1815,0,INTERNET,19,X11,1,1,1,1,0
cust_447,nida_1447,0.122,0.399,246,283,60,53,11,type_5,16008,8396,5956,611,27,emp_status_7,164,paid,house_4,1,30,0,274,0,INTERNET,86,X11,1,1,0,10,0
cust_448,nida_1448,0.327,0.019,321,20,30,54,84,type_1,17429,2746,3014,1238,34,emp_status_7,341,paid,house_5,1,19,1,975,0,INTERNET,38,Other,1,1,0,3,0
cust_449,nida_1449,0.1,0.772,77,164,20,20,21,type_4,3029,9096,3416,2188,42,emp_status_1,-126,free,house_7,1,15,0,1820,1,INTERNET,59,Linux,1,0,1,1,1
cust_450,nida_1450,0.338,0.171,283,308,50,58,34,type_2,15591,9217,5784,1949,3,emp_status_5,221,free,house_3,1,7,1,416,0,MOBILE,11,Macintosh,0,1,0,10,0
cust_451,nida_1451,0.583,0.044,328,361,50,33,41,type_1,15911,5092,5258,1530,6,emp_status_2,137,paid,house_7,1,24,1,832,0,INTERNET,96,Windows,1,1,1,6,0
cust_452,nida_1452,0.549,0.654,30,244,20,57,48,type_3,20436,8257,6251,560,36,emp_status_1,337,paid,house_6,1,20,0,731,0,INTERNET,36,X11,1,1,0,3,0
cust_453,nida_1453,0.144,0.774,85,232,40,47,72,type_3,21442,7025,3303,626,24,emp_status_1,325,paid,house_5,0,21,0,648,0,INTERNET,27,Windows,1,2,0,2,0
cust_454,nida_1454,0.54,0.814,37,323,50,53,79,type_4,10692,2207,5569,1610,40,emp_status_1,353,free,house_5,1,9,1,1884,0,INTERNET,51,Linux,1,3,1,10,0
cust_455,nida_1455,0.049,0.494,99,156,40,17,92,type_1,23890,6811,5149,674,16,emp_status_5,242,free,house_1,1,8,0,1230,0,INTERNET,62,Macintosh,1,3,1,2,0
cust_456,nida_1456,0.227,0.205,242,149,30,2,11,type_4,1198,4213,4063,48,40,emp_status_6,17,paid,house_6,1,21,0,1088,0,INTERNET,34,X11,1,2,1,8,0
cust_457,nida_1457,0.151,0.737,230,211,50,23,28,type_3,10409,3626,4414,1386,13,emp_status_2,135,free,house_7,1,3,0,592,0,MOBILE,102,Linux,1,1,0,1,0
cust_458,nida_1458,0.04,0.7,66,374,20,0,55,type_3,1621,8700,4502,1902,36,emp_status_5,122,paid,house_6,1,24,0,1821,1,MOBILE,3,Macintosh,0,1,0,9,0
cust_459,nida_1459,0.42,0.246,190,216,40,5,108,type_5,18197,5314,5225,626,1,emp_status_5,152,paid,house_2,1,2,1,1609,0,INTERNET,18,X11,1,2,0,12,0
cust_460,nida_1460,0.47,0.903,26,244,30,18,28,type_3,5525,2598,6993,276,23,emp_status_3,299,free,house_3,1,25,0,1724,1,INTERNET,91,Linux,0,2,0,7,0
cust_461,nida_1461,0.459,0.104,268,301,30,42,69,type_2,4782,2623,4360,2094,14,emp_status_4,-60,free,house_5,1,1,1,1370,0,INTERNET,9,Windows,1,0,0,1,0
cust_462,nida_1462,0.293,0.983,224,403,50,7,8,type_5,10892,2338,5239,215,32,emp_status_7,87,paid,house_4,1,30,0,515,0,MOBILE,70,Other,1,2,0,5,0
cust_463,nida_1463,0.325,0.86,75,274,50,68,97,type_4,14186,3086,3358,229,11,emp_status_5,340,free,house_4,1,24,0,653,0,MOBILE,26,X11,1,1,1,5,0
cust_464,nida_1464,0.608,0.688,221,149,60,51,64,type_3,23807,9105,6720,2370,18,emp_status_3,342,free,house_2,0,16,0,1410,0,INTERNET,47,Macintosh,0,2,0,2,0
cust_465,nida_1465,0.228,0.939,370,194,60,72,92,type_2,21130,7907,2974,2272,4,emp_status_7,-156,free,house_7,1,5,1,1548,0,INTERNET,39,Macintosh,1,1,0,1,0
cust_466,nida_1466,0.329,0.722,165,403,50,46,81,type_5,3002,9509,3111,1685,0,emp_status_6,300,free,house_3,1,11,0,1012,0,MOBILE,16,Other,1,0,0,7,0
cust_467,nida_1467,0.189,0.19,282,19,60,27,37,type_2,10144,4170,5870,1310,42,emp_status_6,372,free,house_1,1,4,0,517,0,INTERNET,28,Other,1,2,0,12,0
cust_468,nida_1468,0.476,0.442,190,255,20,45,35,type_5,5997,7045,3436,45,8,emp_status_2,-4,free,house_3,1,29,1,593,0,MOBILE,12,Linux,1,0,0,9,0
cust_469,nida_1469,0.462,0.072,87,397,20,3,1,type_5,9433,3733,3482,1836,38,emp_status_3,-115,paid,house_4,1,2,1,578,0,MOBILE,54,Other,1,1,1,8,0
cust_470,nida_1470,0.336,0.39,30,15,60,7,87,type_5,6242,4891,4228,1037,33,emp_status_5,29,paid,house_7,1,2,1,904,0,MOBILE,71,X11,1,1,0,7,0
cust_471,nida_1471,0.291,0.742,135,49,50,60,32,type_4,18926,2600,4031,632,28,emp_status_2,2,paid,house_7,1,6,1,993,1,INTERNET,72,Other,0,1,1,4,1
cust_472,nida_1472,0.301,0.386,154,268,20,16,84,type_5,10882,4097,3302,2422,1,emp_status_3,165,paid,house_4,1,9,1,1697,1,INTERNET,87,X11,1,1,1,10,1
cust_473,nida_1473,0.327,0.33,248,313,30,33,36,type_5,13530,9130,5043,986,18,emp_status_5,263,free,house_1,1,0,1,1923,0,INTERNET,50,Windows,1,0,0,7,0
cust_474,nida_1474,0.068,0.595,93,81,50,19,12,type_2,11052,7471,5201,332,27,emp_status_2,-102,paid,house_1,1,16,0,1241,0,MOBILE,89,Other,1,2,0,8,0
cust_475,nida_1475,0.333,0.872,15,304,40,73,62,type_5,23501,3257,2814,1879,34,emp_status_7,113,free,house_4,1,16,0,1026,0,INTERNET,64,Windows,1,2,1,9,0
cust_476,nida_1476,0.569,0.048,115,122,40,33,37,type_4,94,7595,3554,2213,39,emp_status_2,380,paid,house_7,1,20,0,348,0,INTERNET,65,Macintosh,1,1,0,9,0
cust_477,nida_1477,0.169,0.385,331,288,50,42,52,type_2,1173,6742,2806,506,21,emp_status_7,-33,paid,house_7,1,10,1,757,0,INTERNET,27,Other,0,1,0,5,0
cust_478,nida_1478,0.323,0.158,309,260,60,9,0,type_5,19540,8157,2864,116,3,emp_status_4,31,free,house_5,1,15,0,1235,1,INTERNET,99,Macintosh,0,0,0,5,1
cust_479,nida_1479,0.26,0.695,8,363,20,29,94,type_2,17747,3519,5014,942,7,emp_status_6,95,free,house_5,1,15,1,941,0,MOBILE,25,Windows,1,0,0,6,0
cust_480,nida_1480,0.211,0.106,78,47,20,24,41,type_4,661,2331,5131,635,0,emp_status_7,238,paid,house_1,1,27,0,661,0,MOBILE,66,Macintosh,0,1,0,8,0
cust_481,nida_1481,0.445,0.665,132,4,50,56,51,type_2,8149,7983,6272,1589,35,emp_status_5,220,free,house_6,1,14,1,1848,0,MOBILE,33,Windows,1,1,1,3,0
cust_482,nida_1482,0.193,0.286,201,115,30,62,1,type_4,21751,9423,5335,1462,6,emp_status_4,207,free,house_5,1,9,0,1383,0,MOBILE,89,Linux,1,2,1,3,0
cust_483,nida_1483,0.422,0.199,114,116,60,70,39,type_3,9584,7396,3035,2504,24,emp_status_2,84,free,house_7,1,20,1,1962,0,INTERNET,81,Windows,0,2,1,11,0
cust_484,nida_1484,0.315,0.936,218,261,30,46,6,type_5,17203,5081,6585,1991,28,emp_status_2,-10,free,house_1,1,28,0,1176,0,MOBILE,8,Linux,1,2,1,5,0
cust_485,nida_1485,0.089,0.019,251,351,50,2,88,type_4,23937,7529,4226,868,0,emp_status_3,-159,paid,house_3,1,6,1,894,0,INTERNET,24,Macintosh,1,1,1,11,0
cust_486,nida_1486,0.181,0.438,167,372,50,45,94,type_5,9715,5466,5023,1294,17,emp_status_4,70,free,house_3,1,16,0,766,0,INTERNET,69,Windows,0,3,0,1,0
cust_487,nida_1487,0.289,0.022,333,127,30,35,73,type_4,15280,5031,6122,1734,3,emp_status_1,119,paid,house_3,1,14,0,465,0,INTERNET,89,Linux,1,0,0,5,0
cust_488,nida_1488,0.191,0.484,314,395,40,25,61,type_1,22904,7272,3472,2263,19,emp_status_5,237,paid,house_1,1,18,0,746,0,MOBILE,92,Windows,1,0,0,9,0
cust_489,nida_1489,0.255,0.501,203,169,50,9,63,type_1,6694,5767,4844,112,7,emp_status_6,143,paid,house_1,1,6,0,279,0,INTERNET,74,X11,1,0,1,5,0
cust_490,nida_1490,0.263,0.322,296,25,60,33,77,type_1,4231,5756,6379,2263,26,emp_status_7,377,paid,house_5,1,28,0,717,0,MOBILE,102,X11,0,1,0,7,0
cust_491,nida_1491,0.187,0.132,370,197,30,77,2,type_4,15079,6885,6999,426,38,emp_status_4,4,paid,house_5,1,27,1,1862,0,MOBILE,59,Macintosh,1,1,0,10,0
cust_492,nida_1492,0.124,0.376,246,370,40,7,66,type_5,3456,3717,3261,1158,34,emp_status_2,119,paid,house_5,0,11,0,1291,0,INTERNET,67,X11,1,0,1,9,0
