customer_id,nida,age,married,education,dependents,employment_status,spouse_employment_status,monthly_income,residense_status,vehicle_ownership_status,vehicle_cat,credit_history_length_months,payment_history_score,total_outstanding_debt,credit_utilization_ratio,number_of_late_payments_36,active_loans,avg_monthly_balance,savings_account_balance,requested_amount,loan_purpose,previous_collateral_value,debt_to_income_ratio,risk_category_target
cust_271,nida_1271,61,NO,Post-Graduate,1,Employed,Unemployed,24961.17,Owned,NO,Motorcycle,173,819,30790.59,0.54,9,4,61206.39,154172.13,83085.7,Personal,185312.77,0.59,HIGH
cust_272,nida_1272,64,NO,Undergraduate,1,Employed,Unemployed,31830.93,Rented,YES,Car,195,524,1653.3,0.57,1,0,39125.93,183780.91,39690.66,Education,108751.87,0.25,HIGH
cust_273,nida_1273,40,YES,Post-Graduate,3,Unemployed,Employed,29477.6,Owned,YES,None,53,396,8567.9,0.82,9,2,42488.43,142578.34,71750.36,Business,46395.27,0.51,HIGH
cust_274,nida_1274,57,YES,Post-Graduate,2,Employed,Not Applicable,93944.81,Owned,NO,Car,100,740,26172.05,0.27,1,4,15460.56,180597.93,48652.83,Education,194978.31,0.33,MEDIUM
cust_275,nida_1275,36,YES,Undergraduate,2,Employed,Employed,143481.47,Owned,NO,Motorcycle,68,526,48739.63,0.42,9,2,49153.83,168962.39,62299.52,Business,78268.34,0.13,LOW
cust_276,nida_1276,44,YES,Graduate,0,Employed,Unemployed,57412.75,Owned,NO,Motorcycle,124,835,23101.41,0.14,8,2,34811.89,40030.64,86249.74,Home,158184.2,0.26,MEDIUM
cust_277,nida_1277,49,NO,Graduate,3,Employed,Unemployed,74368.93,Rented,YES,None,189,820,17516.46,0.89,6,0,61735.02,5187.53,24454.38,Business,164759.54,0.16,LOW
cust_278,nida_1278,33,NO,Post-Graduate,2,Unemployed,Employed,118639.5,Rented,YES,None,64,589,10420.82,0.44,0,3,5451.48,142868.02,24733.7,Education,66471.11,0.51,MEDIUM
cust_279,nida_1279,39,NO,Graduate,2,Self-Employed,Not Applicable,54524.16,Rented,YES,Car,134,380,5905.5,0.44,2,3,48095.12,105385.53,20922.21,Home,180128.97,0.17,MEDIUM
cust_280,nida_1280,32,YES,Graduate,0,Self-Employed,Unemployed,32380.28,Owned,YES,Motorcycle,6,684,4285.85,0.44,9,4,15892.78,59036.24,52232.41,Home,86819.32,0.26,MEDIUM
cust_281,nida_1281,64,NO,Graduate,0,Unemployed,Not Applicable,62198.21,Rented,YES,None,23,625,47704.4,0.41,0,1,14115.68,105509.05,6832.29,Education,33636.25,0.23,MEDIUM
cust_282,nida_1282,64,NO,Graduate,0,Self-Employed,Employed,36666.53,Rented,YES,None,125,328,7514.08,0.53,8,1,73303.06,78743.04,47065.48,Personal,231957.98,0.42,HIGH
cust_283,nida_1283,50,NO,Post-Graduate,2,Unemployed,Employed,61274.94,Rented,YES,Car,119,305,8650.72,0.39,2,4,35461.99,189411.49,36812.77,Home,139480.14,0.17,MEDIUM
cust_284,nida_1284,43,YES,Undergraduate,3,Self-Employed,Employed,130155.51,Rented,YES,Car,142,422,42616.97,0.88,1,2,7045.98,61822.96,29268.03,Personal,141190.78,0.58,MEDIUM
cust_285,nida_1285,28,YES,Post-Graduate,3,Self-Employed,Unemployed,103443.1,Owned,YES,None,49,495,35561.8,0.32,7,2,63474.92,28302.41,49289.57,Education,108856.12,0.23,MEDIUM
cust_286,nida_1286,49,YES,Undergraduate,3,Employed,Employed,74449.99,Owned,NO,Motorcycle,56,817,10110.95,0.78,1,1,74283.42,16982.72,76378.63,Home,175495.73,0.31,MEDIUM
cust_287,nida_1287,31,YES,Undergraduate,3,Unemployed,Unemployed,56420.02,Owned,YES,Motorcycle,181,396,43831.78,0.5,9,1,61902.15,199949.81,6426.2,Education,178397.48,0.43,HIGH
cust_288,nida_1288,26,YES,Graduate,3,Self-Employed,Not Applicable,90786.38,Owned,YES,Motorcycle,143,379,47456.11,0.67,4,3,40496.33,114170.81,58092.45,Home,152839.46,0.5,HIGH
cust_289,nida_1289,46,NO,Graduate,0,Employed,Unemployed,52023.67,Rented,NO,None,129,790,31489.01,0.53,3,2,1590.44,10593.88,84626.82,Business,50083.94,0.26,MEDIUM
cust_290,nida_1290,31,YES,Post-Graduate,2,Self-Employed,Unemployed,57206.45,Owned,NO,Car,89,304,44497.93,0.93,4,2,19794.27,25156.98,76807.97,Education,169600.09,0.19,HIGH
cust_291,nida_1291,34,NO,Post-Graduate,1,Employed,Employed,140802.76,Rented,YES,None,96,313,11549.58,0.52,6,2,48725.21,158682.19,10341.22,Business,27441.45,0.24,MEDIUM
cust_292,nida_1292,46,YES,Undergraduate,2,Self-Employed,Not Applicable,131567.48,Owned,NO,None,101,543,17030.27,0.36,7,4,60492.0,120564.78,28615.47,Home,116033.24,0.12,LOW
cust_293,nida_1293,34,YES,Graduate,2,Unemployed,Unemployed,45481.11,Owned,YES,Car,132,687,36641.97,0.41,6,1,41722.18,185272.79,99662.19,Home,39966.58,0.57,HIGH
cust_294,nida_1294,48,NO,Post-Graduate,3,Self-Employed,Not Applicable,72817.19,Owned,NO,Motorcycle,140,300,47090.46,0.84,4,2,64513.39,190624.23,35719.19,Personal,86274.0,0.35,HIGH
cust_295,nida_1295,41,NO,Undergraduate,1,Unemployed,Employed,27809.8,Rented,NO,None,122,781,2388.16,0.32,9,1,56854.76,142320.89,15055.53,Education,224940.88,0.28,MEDIUM
cust_296,nida_1296,64,NO,Post-Graduate,2,Employed,Not Applicable,142251.14,Rented,YES,Car,73,649,43933.49,0.42,8,1,44290.85,189139.24,33347.45,Business,58296.82,0.16,LOW
cust_297,nida_1297,50,NO,Graduate,0,Employed,Unemployed,63523.99,Owned,YES,None,121,839,21197.7,0.16,1,4,62938.49,126278.37,5613.5,Personal,66345.58,0.44,MEDIUM
cust_298,nida_1298,33,NO,Undergraduate,4,Unemployed,Employed,105024.47,Rented,NO,Car,228,848,29398.3,0.63,6,4,2901.71,154039.47,60853.16,Business,147777.6,0.14,LOW
cust_299,nida_1299,25,YES,Post-Graduate,1,Self-Employed,Employed,79325.99,Rented,NO,Car,118,417,27566.56,0.92,0,3,24594.83,131308.37,17346.84,Education,44133.55,0.36,MEDIUM
cust_300,nida_1300,40,NO,Graduate,0,Self-Employed,Employed,28464.99,Owned,YES,Motorcycle,194,472,16090.86,0.19,2,4,41057.8,184326.22,7354.15,Business,237623.41,0.54,HIGH
cust_301,nida_1301,34,YES,Post-Graduate,4,Self-Employed,Not Applicable,144651.68,Rented,NO,Car,141,747,15325.18,0.43,1,4,22071.26,114322.17,81845.51,Home,51233.37,0.37,LOW
cust_302,nida_1302,33,NO,Graduate,0,Self-Employed,Not Applicable,124192.71,Owned,YES,Car,27,590,16915.88,0.88,2,2,62484.72,176236.42,75219.86,Personal,49052.35,0.39,MEDIUM
cust_303,nida_1303,26,YES,Post-Graduate,2,Self-Employed,Employed,48763.02,Rented,YES,None,50,689,24519.9,0.38,5,4,27587.38,87114.99,51265.31,Business,68417.23,0.26,MEDIUM
cust_304,nida_1304,59,NO,Post-Graduate,2,Unemployed,Employed,148455.87,Owned,YES,Car,50,757,21747.48,0.24,3,2,61032.59,170159.78,73672.11,Education,218407.36,0.56,LOW
cust_305,nida_1305,48,NO,Undergraduate,4,Self-Employed,Unemployed,80907.38,Rented,YES,Car,130,496,37706.83,0.3,7,1,18532.92,67935.81,38718.56,Education,221092.17,0.1,MEDIUM
cust_306,nida_1306,39,YES,Post-Graduate,1,Unemployed,Employed,119298.91,Rented,YES,None,124,699,18190.1,0.09,8,2,38315.44,108917.88,60311.27,Home,135152.49,0.57,MEDIUM
cust_307,nida_1307,60,YES,Graduate,2,Self-Employed,Not Applicable,63607.41,Rented,YES,Motorcycle,126,408,34290.4,0.95,8,0,72994.75,186271.55,49030.44,Personal,177238.33,0.2,MEDIUM
cust_308,nida_1308,27,YES,Graduate,3,Self-Employed,Not Applicable,141471.08,Rented,YES,None,48,757,27090.07,0.84,0,4,54111.03,94326.13,7887.41,Education,53621.6,0.18,LOW
cust_309,nida_1309,33,YES,Graduate,1,Self-Employed,Unemployed,80655.95,Owned,YES,Motorcycle,84,661,49022.53,0.59,0,1,20836.53,11669.84,33447.82,Education,50198.77,0.35,MEDIUM
cust_310,nida_1310,56,NO,Undergraduate,3,Self-Employed,Not Applicable,24246.61,Rented,NO,Car,55,449,14185.25,0.35,7,0,48778.54,76794.77,30948.99,Personal,122875.33,0.27,HIGH
cust_311,nida_1311,61,YES,Graduate,4,Unemployed,Not Applicable,126270.62,Rented,NO,Motorcycle,188,421,11307.86,0.88,5,2,3557.0,36839.27,86933.92,Education,226571.49,0.34,MEDIUM
cust_312,nida_1312,58,YES,Post-Graduate,1,Self-Employed,Not Applicable,140888.39,Owned,NO,None,203,602,14130.62,0.3,4,3,5272.73,181098.26,30186.24,Home,229735.87,0.42,LOW
cust_313,nida_1313,57,YES,Undergraduate,2,Self-Employed,Unemployed,128457.1,Owned,YES,Motorcycle,72,543,18743.09,0.94,2,0,21705.83,65167.95,53173.24,Education,120062.16,0.24,LOW
cust_314,nida_1314,38,YES,Post-Graduate,4,Self-Employed,Unemployed,47364.06,Owned,NO,Car,12,301,39828.59,0.35,0,4,53352.69,112200.86,23557.88,Personal,130782.57,0.57,HIGH
cust_315,nida_1315,50,NO,Post-Graduate,0,Self-Employed,Employed,69841.45,Rented,NO,Motorcycle,19,387,25983.94,0.44,8,2,72661.38,143237.67,23452.23,Personal,235475.97,0.47,HIGH
cust_316,nida_1316,48,NO,Post-Graduate,0,Self-Employed,Unemployed,141969.17,Owned,NO,Motorcycle,42,623,21963.18,0.5,7,4,8204.36,2765.63,55228.58,Business,208632.95,0.34,LOW
cust_317,nida_1317,22,YES,Graduate,4,Unemployed,Unemployed,65961.41,Rented,NO,None,180,472,19488.35,0.84,8,4,28486.52,176643.98,35332.73,Home,217053.13,0.19,MEDIUM
cust_318,nida_1318,29,YES,Graduate,2,Self-Employed,Not Applicable,103514.12,Owned,YES,Car,111,388,10227.62,0.51,3,2,24616.66,46413.51,74564.6,Education,40343.66,0.22,MEDIUM
cust_319,nida_1319,36,YES,Post-Graduate,1,Self-Employed,Not Applicable,138046.37,Rented,YES,None,141,629,49789.21,0.05,2,2,45591.38,60852.02,70833.45,Home,103759.46,0.56,MEDIUM
cust_320,nida_1320,55,YES,Graduate,0,Employed,Employed,95487.04,Owned,NO,Car,135,516,6353.45,0.05,3,3,12356.17,199337.64,65663.67,Personal,162490.66,0.17,MEDIUM
cust_321,nida_1321,57,YES,Graduate,4,Unemployed,Employed,101069.16,Rented,YES,Motorcycle,19,717,30529.39,0.12,9,3,52976.59,41005.61,71706.69,Personal,90532.56,0.22,LOW
cust_322,nida_1322,31,NO,Graduate,4,Employed,Unemployed,117848.69,Owned,NO,Motorcycle,84,432,41892.69,0.87,7,0,29057.37,70573.64,48138.38,Home,101544.0,0.31,MEDIUM
cust_323,nida_1323,62,YES,Graduate,2,Unemployed,Unemployed,139391.0,Rented,NO,Car,44,683,17136.22,0.68,4,4,61358.2,158651.14,41814.21,Education,94469.6,0.52,LOW
cust_324,nida_1324,63,YES,Graduate,0,Self-Employed,Employed,145852.41,Owned,YES,Motorcycle,64,434,11042.64,0.11,3,2,27831.6,175659.95,89668.63,Home,195306.67,0.53,MEDIUM
cust_325,nida_1325,25,YES,Graduate,3,Unemployed,Not Applicable,121172.79,Owned,NO,None,123,663,25273.24,0.36,5,0,48101.94,154942.25,98026.02,Business,47041.29,0.13,LOW
cust_326,nida_1326,47,YES,Post-Graduate,4,Unemployed,Employed,21574.0,Owned,NO,Motorcycle,189,796,6649.59,0.71,5,3,13085.23,197956.3,31673.6,Education,29001.68,0.32,MEDIUM
cust_327,nida_1327,22,NO,Post-Graduate,0,Employed,Employed,139545.51,Rented,YES,None,135,798,38015.62,0.46,4,0,68441.32,146831.64,58870.37,Education,217397.67,0.25,LOW
cust_328,nida_1328,44,NO,Undergraduate,1,Unemployed,Employed,38071.8,Rented,NO,Motorcycle,217,597,25916.96,0.69,6,2,19593.96,50291.78,91914.65,Education,47971.86,0.51,HIGH
cust_329,nida_1329,56,YES,Post-Graduate,0,Employed,Employed,47214.94,Owned,NO,None,44,732,35079.34,0.9,2,2,4314.29,132822.55,58981.31,Education,83255.54,0.34,MEDIUM
cust_330,nida_1330,23,YES,Post-Graduate,1,Unemployed,Not Applicable,126734.81,Owned,YES,Motorcycle,34,623,1682.39,0.88,3,3,31029.48,21303.04,28866.63,Home,183410.42,0.3,LOW
cust_331,nida_1331,31,NO,Post-Graduate,0,Self-Employed,Not Applicable,128899.72,Rented,NO,Car,123,735,42891.34,0.25,9,4,9691.95,20934.78,20494.81,Home,248944.04,0.41,LOW
cust_332,nida_1332,45,YES,Post-Graduate,0,Self-Employed,Not Applicable,135809.52,Rented,YES,None,81,459,25039.16,0.81,0,0,55795.99,83986.12,79847.79,Personal,239344.96,0.43,MEDIUM
cust_333,nida_1333,34,NO,Undergraduate,0,Self-Employed,Unemployed,112046.04,Rented,YES,Car,206,833,43437.88,0.06,7,1,36696.16,106231.36,40012.36,Business,128432.19,0.43,LOW
cust_334,nida_1334,47,NO,Post-Graduate,4,Employed,Employed,40781.64,Rented,YES,None,108,560,17536.36,0.14,4,1,2353.82,188718.79,38328.32,Education,109619.32,0.39,HIGH
cust_335,nida_1335,54,NO,Post-Graduate,1,Employed,Employed,82060.9,Owned,NO,None,133,559,26420.73,0.06,9,3,26056.32,185024.28,49216.55,Personal,69329.66,0.17,MEDIUM
cust_336,nida_1336,52,YES,Graduate,0,Unemployed,Employed,62386.66,Owned,NO,None,196,847,15418.04,0.92,7,3,46610.9,85814.98,80016.45,Home,249710.09,0.53,MEDIUM
cust_337,nida_1337,57,NO,Post-Graduate,0,Self-Employed,Employed,105207.07,Owned,NO,None,7,463,20747.21,0.36,5,4,3833.95,103252.1,41389.47,Business,109584.79,0.32,MEDIUM
cust_338,nida_1338,52,NO,Undergraduate,0,Unemployed,Employed,82037.59,Owned,YES,None,69,430,2255.74,0.25,7,0,48443.77,84916.8,41103.08,Home,30999.48,0.19,MEDIUM
cust_339,nida_1339,34,YES,Graduate,4,Employed,Employed,54263.58,Rented,YES,None,129,559,34743.66,0.19,4,0,22225.28,194993.3,31831.62,Personal,212048.06,0.2,MEDIUM
cust_340,nida_1340,52,NO,Graduate,3,Unemployed,Not Applicable,114620.07,Owned,NO,None,104,681,39928.83,0.92,5,4,47116.69,167346.36,91851.17,Home,90367.73,0.11,LOW
cust_341,nida_1341,59,NO,Graduate,2,Unemployed,Unemployed,63036.54,Owned,YES,None,31,534,101.38,0.71,1,0,15487.78,197889.09,42327.31,Education,136545.39,0.47,HIGH
cust_342,nida_1342,30,NO,Undergraduate,0,Self-Employed,Unemployed,118738.08,Rented,YES,None,91,822,12570.11,0.9,1,1,2507.91,73521.25,47312.48,Personal,24401.26,0.31,LOW
cust_343,nida_1343,51,YES,Graduate,0,Employed,Employed,104357.71,Owned,YES,None,184,433,8204.69,0.26,3,3,16317.29,185045.74,96965.59,Education,60052.35,0.12,MEDIUM
cust_344,nida_1344,40,YES,Graduate,1,Self-Employed,Not Applicable,79315.04,Owned,NO,None,42,732,39084.03,0.67,3,0,55109.77,62040.73,69557.83,Education,59488.92,0.27,MEDIUM
cust_345,nida_1345,39,NO,Undergraduate,2,Self-Employed,Employed,48766.07,Rented,NO,None,72,567,4670.73,0.89,0,0,33052.13,175741.07,71630.87,Education,11152.52,0.59,HIGH
cust_346,nida_1346,27,YES,Post-Graduate,3,Unemployed,Not Applicable,115912.56,Owned,YES,Motorcycle,238,697,47879.02,0.79,5,4,71360.86,128171.53,16905.77,Personal,66290.16,0.11,LOW
cust_347,nida_1347,25,NO,Graduate,1,Employed,Not Applicable,88369.84,Rented,YES,Car,183,303,48067.29,0.81,5,1,16897.57,172650.28,32352.7,Education,187872.14,0.4,HIGH
cust_348,nida_1348,27,YES,Post-Graduate,4,Self-Employed,Not Applicable,33828.83,Rented,YES,Motorcycle,31,444,22067.65,0.3,1,2,59638.56,94476.67,49596.39,Business,112825.3,0.24,HIGH
cust_349,nida_1349,54,YES,Undergraduate,4,Self-Employed,Employed,133831.39,Rented,YES,Car,226,714,49625.77,0.51,6,4,33750.9,43376.45,81630.67,Personal,26002.1,0.17,LOW
cust_350,nida_1350,63,NO,Graduate,3,Unemployed,Unemployed,104669.24,Rented,NO,None,128,636,20376.93,0.72,7,1,58240.29,58088.65,35004.87,Home,160111.15,0.14,LOW
cust_351,nida_1351,59,NO,Post-Graduate,2,Self-Employed,Employed,116761.32,Owned,NO,Car,74,657,13499.95,0.61,5,3,63908.32,69361.47,42702.08,Personal,222714.34,0.49,MEDIUM
cust_352,nida_1352,61,YES,Graduate,1,Unemployed,Not Applicable,84242.66,Owned,YES,None,82,669,27304.74,0.58,9,3,10147.4,89879.69,85407.34,Business,211107.16,0.27,MEDIUM
cust_353,nida_1353,24,NO,Post-Graduate,1,Employed,Employed,138844.66,Rented,NO,None,41,350,14774.37,0.61,5,1,34768.81,181560.81,47234.78,Personal,181265.25,0.51,MEDIUM
cust_354,nida_1354,37,YES,Undergraduate,1,Unemployed,Not Applicable,98727.36,Owned,NO,None,14,793,28755.95,0.69,9,4,71368.15,199922.09,66516.14,Home,119467.95,0.34,LOW
cust_355,nida_1355,56,YES,Post-Graduate,1,Self-Employed,Unemployed,113375.33,Rented,YES,None,120,423,16872.16,0.54,9,1,57835.39,179691.19,75620.82,Home,235493.49,0.42,MEDIUM
cust_356,nida_1356,47,YES,Undergraduate,1,Employed,Unemployed,148335.34,Owned,NO,None,136,341,42303.57,0.93,4,3,41905.41,50789.08,92760.18,Personal,4775.36,0.1,LOW
cust_357,nida_1357,35,NO,Undergraduate,3,Unemployed,Not Applicable,118740.02,Owned,NO,None,43,729,17175.99,0.22,4,1,4541.38,74469.31,6607.26,Business,112351.51,0.56,MEDIUM
cust_358,nida_1358,41,YES,Post-Graduate,3,Employed,Not Applicable,127201.58,Owned,YES,Car,62,810,32077.22,0.49,9,0,67260.78,175259.32,16972.25,Personal,156848.08,0.56,LOW
cust_359,nida_1359,57,YES,Undergraduate,1,Employed,Unemployed,120580.46,Owned,YES,None,14,310,15213.46,0.56,5,0,21945.41,136255.63,93696.04,Home,144553.15,0.45,MEDIUM
cust_360,nida_1360,64,YES,Post-Graduate,1,Employed,Employed,103871.87,Owned,YES,Car,170,613,38901.06,0.2,2,0,14244.85,67211.79,35059.35,Business,192682.06,0.58,MEDIUM
cust_361,nida_1361,54,YES,Graduate,0,Self-Employed,Not Applicable,42739.63,Owned,NO,Car,89,329,9616.33,0.3,0,0,27393.86,174369.17,78965.76,Personal,144431.8,0.48,HIGH
cust_362,nida_1362,53,YES,Graduate,3,Employed,Not Applicable,48659.47,Rented,YES,Motorcycle,59,700,5776.52,0.86,2,1,42492.2,102314.2,44162.34,Personal,15321.51,0.57,HIGH
cust_363,nida_1363,52,YES,Post-Graduate,2,Self-Employed,Employed,93181.39,Owned,NO,None,199,661,31570.36,0.37,2,4,2948.89,175083.07,97239.76,Business,36552.65,0.47,MEDIUM
cust_364,nida_1364,33,YES,Graduate,4,Self-Employed,Not Applicable,64329.89,Owned,YES,Motorcycle,18,745,20327.08,0.37,6,4,15505.57,71430.39,86210.64,Home,44275.53,0.14,MEDIUM
cust_365,nida_1365,54,YES,Post-Graduate,1,Self-Employed,Not Applicable,52408.58,Owned,YES,None,29,785,29416.41,0.95,5,3,10545.03,44566.02,34042.52,Business,29860.41,0.27,MEDIUM
cust_366,nida_1366,36,YES,Undergraduate,3,Unemployed,Employed,51539.29,Owned,YES,Motorcycle,30,314,46628.69,0.58,6,2,21893.64,115313.46,44825.43,Education,154676.45,0.53,HIGH
cust_367,nida_1367,49,YES,Undergraduate,0,Unemployed,Unemployed,52035.12,Rented,YES,Car,120,695,31546.87,0.1,0,4,37465.97,134055.74,79166.02,Education,232510.93,0.11,MEDIUM
cust_368,nida_1368,57,YES,Post-Graduate,0,Employed,Not Applicable,93170.83,Owned,YES,Motorcycle,111,809,24857.44,0.53,8,4,24400.83,64580.01,6526.26,Home,65884.88,0.45,MEDIUM
cust_369,nida_1369,31,YES,Post-Graduate,4,Employed,Unemployed,37755.9,Owned,NO,None,163,437,34456.41,0.79,0,3,31799.75,94396.77,14457.77,Education,35356.17,0.59,HIGH
cust_370,nida_1370,63,YES,Graduate,2,Employed,Not Applicable,62812.41,Owned,NO,Car,175,789,23613.85,0.74,0,3,65929.82,30174.4,29549.94,Education,174061.47,0.19,MEDIUM
cust_371,nida_1371,56,NO,Graduate,3,Employed,Employed,101111.11,Owned,NO,None,147,671,46810.11,0.68,0,0,10685.85,543.64,92379.95,Business,109136.2,0.58,MEDIUM
cust_372,nida_1372,31,YES,Undergraduate,3,Unemployed,Unemployed,149060.32,Owned,NO,None,37,311,12698.2,0.4,4,1,12613.13,163737.9,91242.51,Personal,2573.49,0.23,MEDIUM
cust_373,nida_1373,32,NO,Undergraduate,1,Employed,Not Applicable,91518.35,Owned,YES,None,65,509,23292.99,0.41,9,4,4385.47,134059.99,9564.95,Home,42914.43,0.22,MEDIUM
cust_374,nida_1374,63,YES,Undergraduate,1,Employed,Employed,114031.6,Rented,YES,None,84,534,23017.47,0.76,3,1,46750.49,48398.57,21855.96,Home,105655.08,0.26,MEDIUM
cust_375,nida_1375,53,YES,Post-Graduate,0,Employed,Employed,63892.48,Rented,NO,Car,181,389,28644.68,0.05,5,1,65340.35,175005.09,66058.49,Personal,63499.69,0.23,MEDIUM
cust_376,nida_1376,32,YES,Graduate,3,Unemployed,Unemployed,24151.52,Owned,YES,Motorcycle,104,674,8824.14,0.32,6,4,44753.46,105131.71,81011.09,Home,103056.23,0.34,MEDIUM
cust_377,nida_1377,39,YES,Post-Graduate,2,Self-Employed,Employed,46380.38,Rented,YES,Motorcycle,164,400,22728.39,0.37,0,2,27272.24,171407.06,40853.3,Personal,129483.48,0.35,HIGH
cust_378,nida_1378,51,YES,Post-Graduate,0,Employed,Unemployed,125431.56,Rented,NO,None,53,548,22749.86,0.84,1,1,32957.18,35245.58,51665.0,Personal,87413.23,0.21,LOW
cust_379,nida_1379,38,YES,Graduate,2,Unemployed,Employed,85260.35,Rented,YES,Motorcycle,124,377,46684.85,0.52,1,2,22248.0,1030.18,33457.6,Education,226806.86,0.55,HIGH
cust_380,nida_1380,23,YES,Undergraduate,3,Self-Employed,Not Applicable,115813.35,Owned,NO,Car,160,710,12363.65,0.44,0,3,14446.68,93814.46,11841.75,Business,128714.67,0.38,LOW
cust_381,nida_1381,59,YES,Undergraduate,4,Self-Employed,Unemployed,73213.96,Owned,YES,Motorcycle,29,516,33073.91,0.69,6,0,55081.83,7755.14,75137.38,Home,139277.73,0.46,MEDIUM
cust_382,nida_1382,49,YES,Post-Graduate,4,Employed,Not Applicable,87074.7,Rented,NO,Car,188,351,817.64,0.8,7,0,38731.1,116277.4,54882.57,Personal,2763.95,0.17,MEDIUM
cust_383,nida_1383,48,YES,Graduate,4,Unemployed,Not Applicable,124626.32,Owned,NO,Car,103,376,46641.84,0.7,9,2,41159.13,53150.91,37373.72,Business,56740.28,0.43,MEDIUM
cust_384,nida_1384,64,NO,Post-Graduate,2,Employed,Unemployed,54880.59,Rented,YES,Motorcycle,108,545,23506.76,0.44,4,3,58137.67,100996.02,11816.04,Home,33743.11,0.56,HIGH
cust_385,nida_1385,39,NO,Graduate,3,Unemployed,Not Applicable,35678.98,Owned,NO,None,81,839,32230.16,0.61,0,1,6701.94,133584.79,50436.39,Education,22353.67,0.21,MEDIUM
cust_386,nida_1386,49,YES,Undergraduate,3,Self-Employed,Unemployed,50409.11,Rented,YES,None,200,349,2042.74,0.84,5,3,55174.28,131054.38,20697.06,Home,67687.31,0.1,MEDIUM
cust_387,nida_1387,47,YES,Graduate,4,Unemployed,Unemployed,124888.07,Owned,YES,None,26,555,5942.85,0.76,6,4,28930.55,88452.92,91871.4,Personal,2080.14,0.15,LOW
cust_388,nida_1388,44,YES,Post-Graduate,2,Unemployed,Not Applicable,95461.97,Rented,NO,None,83,568,7455.05,0.14,7,1,23038.59,178201.95,31087.66,Business,157285.64,0.58,MEDIUM
cust_389,nida_1389,23,YES,Post-Graduate,3,Employed,Not Applicable,42574.73,Rented,YES,None,60,591,37000.0,0.93,5,2,41838.96,45429.6,30615.8,Home,37167.09,0.44,HIGH
cust_390,nida_1390,37,YES,Graduate,2,Self-Employed,Employed,52206.25,Owned,NO,Car,79,763,18757.41,0.38,2,4,50896.84,47312.28,73293.87,Home,7133.78,0.51,MEDIUM
cust_391,nida_1391,43,YES,Graduate,1,Self-Employed,Unemployed,25889.7,Rented,NO,None,154,719,14310.35,0.2,1,4,28909.23,153223.08,10060.48,Home,70274.41,0.51,HIGH
cust_392,nida_1392,49,YES,Graduate,2,Self-Employed,Not Applicable,141725.7,Rented,YES,Motorcycle,44,828,3023.12,0.13,3,3,29104.5,99073.82,50992.07,Personal,228104.92,0.43,LOW
cust_393,nida_1393,53,NO,Undergraduate,2,Employed,Not Applicable,107755.6,Rented,YES,Motorcycle,87,716,40860.64,0.76,8,4,68523.07,151912.42,14528.73,Personal,223105.68,0.33,LOW
cust_394,nida_1394,64,YES,Post-Graduate,3,Self-Employed,Not Applicable,144009.15,Owned,NO,None,106,319,40608.37,0.83,5,0,31954.17,81956.25,92113.25,Home,18408.44,0.53,MEDIUM
cust_395,nida_1395,47,YES,Graduate,2,Unemployed,Not Applicable,27416.45,Owned,YES,Motorcycle,77,642,37133.64,0.53,6,1,51987.44,10659.65,32240.71,Home,228106.47,0.55,HIGH
cust_396,nida_1396,24,YES,Undergraduate,4,Self-Employed,Employed,102448.28,Rented,NO,Motorcycle,231,832,3546.42,0.76,3,2,12513.11,2513.16,20416.58,Education,135740.68,0.17,LOW
cust_397,nida_1397,23,YES,Undergraduate,1,Self-Employed,Not Applicable,127021.54,Rented,YES,Car,43,465,4688.59,0.71,6,3,19084.74,125041.62,13016.88,Education,218387.82,0.6,MEDIUM
cust_398,nida_1398,51,YES,Graduate,4,Employed,Not Applicable,60553.87,Owned,YES,Car,227,528,25768.27,0.78,5,1,9804.87,133592.37,58493.46,Personal,43473.85,0.47,HIGH
cust_399,nida_1399,51,YES,Graduate,1,Self-Employed,Unemployed,113690.07,Rented,YES,None,93,385,24136.51,0.55,0,4,59780.08,33983.71,26273.56,Home,196416.44,0.11,MEDIUM
cust_400,nida_1400,63,YES,Graduate,4,Self-Employed,Employed,105158.81,Rented,YES,Car,50,368,40793.44,0.28,7,2,5818.25,144073.89,29720.74,Home,150369.14,0.26,MEDIUM
cust_401,nida_1401,36,YES,Post-Graduate,2,Unemployed,Not Applicable,67574.36,Rented,YES,Motorcycle,76,373,5741.8,0.58,6,1,62846.74,163489.71,93781.18,Home,130408.69,0.44,HIGH
cust_402,nida_1402,39,YES,Post-Graduate,3,Employed,Not Applicable,83259.95,Rented,NO,Car,138,712,31210.17,0.34,9,0,60392.57,34569.15,97169.93,Business,177216.63,0.56,MEDIUM
cust_403,nida_1403,22,YES,Post-Graduate,1,Employed,Employed,134193.17,Owned,NO,None,98,450,37142.88,0.66,1,2,13394.91,21149.32,32610.98,Business,112.29,0.25,MEDIUM
cust_404,nida_1404,33,NO,Graduate,2,Unemployed,Not Applicable,130710.69,Owned,NO,None,109,480,12957.67,0.61,0,1,69806.61,128305.53,41575.83,Education,189105.9,0.42,MEDIUM
cust_405,nida_1405,34,NO,Post-Graduate,0,Unemployed,Employed,119252.87,Rented,NO,Motorcycle,239,821,3766.28,0.32,5,1,61336.8,177839.37,27289.63,Business,235784.57,0.26,LOW
